order,p,d,q,trend_req,trend_used,AIC,BIC,RMSE_test,MSE_test,status,error
"(1,3,0)",1,3,0,d,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(1,3,1)",1,3,1,c,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(1,3,1)",1,3,1,t,t,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(1,3,1)",1,3,1,ct,ct,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(1,3,1)",1,3,1,d,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(1,3,2)",1,3,2,c,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(1,3,2)",1,3,2,t,t,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(1,3,2)",1,3,2,ct,ct,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(1,3,2)",1,3,2,d,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(1,3,3)",1,3,3,c,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(1,3,3)",1,3,3,t,t,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(1,3,3)",1,3,3,ct,ct,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(1,3,3)",1,3,3,d,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(1,3,4)",1,3,4,c,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(1,3,4)",1,3,4,t,t,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(1,3,4)",1,3,4,ct,ct,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(1,3,4)",1,3,4,d,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(1,4,0)",1,4,0,c,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(1,4,0)",1,4,0,t,t,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(1,4,0)",1,4,0,ct,ct,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(1,4,0)",1,4,0,d,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(1,4,1)",1,4,1,c,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(1,4,1)",1,4,1,t,t,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(1,4,1)",1,4,1,ct,ct,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(1,4,1)",1,4,1,d,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(1,4,2)",1,4,2,c,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(1,4,2)",1,4,2,t,t,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(1,4,2)",1,4,2,ct,ct,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(1,4,2)",1,4,2,d,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(1,4,3)",1,4,3,c,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(1,4,3)",1,4,3,t,t,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(1,4,3)",1,4,3,ct,ct,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(1,4,3)",1,4,3,d,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(1,4,4)",1,4,4,c,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(1,4,4)",1,4,4,t,t,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(1,4,4)",1,4,4,ct,ct,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(1,4,4)",1,4,4,d,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,1,0)",2,1,0,c,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,1,0)",2,1,0,ct,ct,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,1,0)",2,1,0,d,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,1,1)",2,1,1,c,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,1,1)",2,1,1,ct,ct,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,1,1)",2,1,1,d,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,1,2)",2,1,2,c,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,1,2)",2,1,2,ct,ct,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,1,2)",2,1,2,d,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,1,3)",2,1,3,c,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,1,3)",2,1,3,ct,ct,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,1,3)",2,1,3,d,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,1,4)",2,1,4,c,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,1,4)",2,1,4,ct,ct,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,1,4)",2,1,4,d,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,2,0)",2,2,0,c,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,2,0)",2,2,0,t,t,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,2,0)",2,2,0,ct,ct,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,2,0)",2,2,0,d,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,2,1)",2,2,1,c,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,2,1)",2,2,1,t,t,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,2,1)",2,2,1,ct,ct,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,2,1)",2,2,1,d,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,2,2)",2,2,2,c,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,2,2)",2,2,2,t,t,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,2,2)",2,2,2,ct,ct,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,2,2)",2,2,2,d,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,2,3)",2,2,3,c,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,2,3)",2,2,3,t,t,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,2,3)",2,2,3,ct,ct,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,2,3)",2,2,3,d,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,2,4)",2,2,4,c,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,2,4)",2,2,4,t,t,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,2,4)",2,2,4,ct,ct,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,2,4)",2,2,4,d,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,3,0)",2,3,0,c,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,3,0)",2,3,0,t,t,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,3,0)",2,3,0,ct,ct,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,3,0)",2,3,0,d,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,3,1)",2,3,1,c,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,3,1)",2,3,1,t,t,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,3,1)",2,3,1,ct,ct,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,3,1)",2,3,1,d,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,3,2)",2,3,2,c,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,3,2)",2,3,2,t,t,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,3,2)",2,3,2,ct,ct,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,3,2)",2,3,2,d,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,3,3)",2,3,3,c,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,3,3)",2,3,3,t,t,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,3,3)",2,3,3,ct,ct,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,3,3)",2,3,3,d,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,3,4)",2,3,4,c,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,3,4)",2,3,4,t,t,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,3,4)",2,3,4,ct,ct,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,3,4)",2,3,4,d,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,4,0)",2,4,0,c,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,4,0)",2,4,0,t,t,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,4,0)",2,4,0,ct,ct,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,4,0)",2,4,0,d,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,4,1)",2,4,1,c,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,4,1)",2,4,1,t,t,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,4,1)",2,4,1,ct,ct,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,4,1)",2,4,1,d,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,4,2)",2,4,2,c,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,4,2)",2,4,2,t,t,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,4,2)",2,4,2,ct,ct,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,4,2)",2,4,2,d,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,4,3)",2,4,3,c,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,4,3)",2,4,3,t,t,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,4,3)",2,4,3,ct,ct,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,4,3)",2,4,3,d,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,4,4)",2,4,4,c,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,4,4)",2,4,4,t,t,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,4,4)",2,4,4,ct,ct,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(2,4,4)",2,4,4,d,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(3,1,0)",3,1,0,c,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(3,1,0)",3,1,0,ct,ct,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(3,1,0)",3,1,0,d,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(3,1,1)",3,1,1,c,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(3,1,1)",3,1,1,ct,ct,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(3,1,1)",3,1,1,d,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(3,1,2)",3,1,2,c,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(3,1,2)",3,1,2,ct,ct,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(3,1,2)",3,1,2,d,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(3,1,3)",3,1,3,c,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(3,1,3)",3,1,3,ct,ct,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(3,1,3)",3,1,3,d,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(3,1,4)",3,1,4,c,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(3,1,4)",3,1,4,ct,ct,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(3,1,4)",3,1,4,d,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(3,2,0)",3,2,0,c,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(3,2,0)",3,2,0,t,t,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(3,2,0)",3,2,0,ct,ct,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(3,2,0)",3,2,0,d,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(3,2,1)",3,2,1,c,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(3,2,1)",3,2,1,t,t,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(3,2,1)",3,2,1,ct,ct,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(3,2,1)",3,2,1,d,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(3,2,2)",3,2,2,c,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(3,2,2)",3,2,2,t,t,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(3,2,2)",3,2,2,ct,ct,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(3,2,2)",3,2,2,d,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(3,2,3)",3,2,3,c,c,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
"(3,2,3)",3,2,3,t,t,,,,,FAIL,"In models with integration (`d > 0`) or seasonal integration (`D > 0`), trend terms of lower order than `d + D` cannot be (as they would be eliminated due to the differencing operation). For example, "
